lat,lon,Fatalities
2.15,45.116,3
2.15,45.116,0
2.15,45.116,0
2.15,45.116,5
2.15,45.116,0
2.15,45.116,1
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,4
2.15,45.116,0
2.15,45.116,0
2.15,45.116,7
2.15,45.116,1
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,1
2.15,45.116,1
2.15,45.116,0
2.15,45.116,1
2.15,45.116,0
2.15,45.116,0
2.1833,45.1528,0
2.1989,45.0548,0
2.1989,45.0548,0
2.2059,41.6249,0
2.2059,41.6249,10
2.213,42.3256,0
2.2204,45.2259,8
2.2462,44.8025,0
2.2524,44.6905,0
2.2524,44.6905,0
2.2524,44.6905,0
2.2524,44.6905,4
2.2524,44.6905,12
2.2524,44.6905,10
2.2614,41.8421,10
2.2614,41.8421,0
2.2983,45.798,1
2.2987,42.1847,0
2.3333,42.2833,0
2.3333,42.2833,0
2.3385,42.2843,1
2.3385,42.2843,1
2.3396,42.275,0
2.3399,42.286,0
2.3399,42.286,1
2.3399,42.286,8
2.3399,42.286,0
2.3399,42.286,3
2.3399,42.286,0
2.3399,42.286,3
2.3399,42.286,1
2.3399,42.286,0
2.3399,42.286,1
2.3399,42.286,0
2.3399,42.286,0
2.3399,42.286,1
2.3399,42.286,0
2.3399,42.286,0
2.3399,42.286,0
2.3399,42.286,0
2.3399,42.286,2
2.3399,42.286,1
2.3399,42.286,0
2.3399,42.286,0
2.3399,42.286,1
2.3399,42.286,1
2.3399,42.286,0
2.3399,42.286,0
2.3399,42.286,3
2.3399,42.286,2
2.3399,42.286,0
2.3399,42.286,0
2.3399,42.286,0
2.3399,42.286,10
2.3399,42.286,0
2.3399,42.286,1
2.3443,44.9481,0
2.35,45.3833,8
2.35,45.3833,8
2.35,45.3833,3
2.35,45.3833,0
2.35,45.3833,1
2.39,45.3833,6
2.39,45.3833,1
2.3958,10.3993,0
2.3973,45.0213,3
2.3973,45.0213,0
2.3973,45.0213,0
2.3973,45.0213,8
2.3973,45.0213,0
2.4074,42.9766,2
2.4074,42.9766,2
2.4074,42.9766,0
2.4074,42.9766,5
2.4074,42.9766,0
2.4074,42.9766,0
2.4074,42.9766,0
2.4074,42.9766,2
2.4074,42.9766,1
2.4074,42.9766,2
2.4074,42.9766,0
2.4074,42.9766,0
2.4074,42.9766,0
2.4074,42.9766,0
2.4146,44.8482,0
2.4159,42.8687,3
2.4214,42.9287,1
2.4486,41.9692,0
2.4486,41.9692,20
2.4809,42.8687,2
2.5159,45.3622,0
2.5159,45.3622,7
2.5177,42.9721,2
2.5177,42.9721,0
2.5177,42.9721,1
2.55,43.3,0
2.55,43.3,0
2.5799,42.3015,0
2.5826,45.4894,2
2.5826,45.4894,1
2.5878,45.3695,0
2.5886,45.1743,0
2.6046,42.9204,1
2.6093,43.1717,0
2.6093,43.1717,1
2.6133,44.8888,10
2.6133,44.8888,0
2.6133,44.8888,0
2.6133,44.8888,0
2.6133,44.8888,10
2.6133,44.8888,0
2.6133,44.8888,0
2.6133,44.8888,2
2.6195,44.8936,0
2.6195,44.8936,0
2.6195,44.8936,1
2.6195,44.8936,1
2.6195,44.8936,0
2.6195,44.8936,0
2.6195,44.8936,0
2.6295,44.6977,0
2.6295,44.6977,0
2.6295,44.6977,11
2.6333,42.2333,4
2.6333,42.2333,0
2.6363,45.3732,0
2.6406,44.1135,1
2.6557,46.0091,1
2.6585,41.0933,0
2.6667,41.55,0
2.6746,45.5091,2
2.6778,41.3254,4
2.6778,41.3254,0
2.6778,41.3254,0
2.6833,42.2,0
2.7139,43.3436,9
2.7139,43.3436,0
2.7144,44.509,0
2.7144,44.509,0
2.7144,44.509,0
2.7144,44.509,5
2.7144,44.509,0
2.7144,44.509,0
2.7144,44.509,0
2.7144,44.509,0
2.7206,44.2106,0
2.7352,41.0177,0
2.7352,41.0177,0
2.7352,41.0177,0
2.7352,41.0177,0
2.7352,41.0177,0
2.7352,41.0177,12
2.7352,41.0177,15
2.7352,41.0177,4
2.7352,41.0177,11
2.75,46.316,2
2.75,46.316,2
2.75,46.316,0
2.7603,46.3222,1
2.7622,42.8868,3
2.7622,42.8868,11
2.7809,45.4968,0
2.7809,45.4968,2
2.7809,45.4968,0
2.7809,45.4968,0
2.7809,45.4968,0
2.7809,45.4968,0
2.7809,45.4968,10
2.7809,45.4968,0
2.7809,45.4968,1
2.7809,45.4968,4
2.7809,45.4968,3
2.7809,45.4968,0
2.7809,45.4968,7
2.7809,45.4968,0
2.7809,45.4968,5
2.7809,45.4968,0
2.7809,45.4968,1
2.7809,45.4968,0
2.7809,45.4968,0
2.7809,45.4968,0
2.7809,45.4968,1
2.7819,45.8151,0
2.7949,45.5505,10
2.8,45.55,1
2.8,45.55,10
2.8049,44.0821,0
2.8049,44.0821,10
2.8049,44.0821,0
2.8049,44.0821,1
2.8049,44.0821,0
2.8049,44.0821,0
2.8049,44.0821,0
2.8049,44.0821,1
2.8049,44.0821,1
2.8049,44.0821,3
2.8049,44.0821,1
2.8049,44.0821,0
2.8049,44.0821,0
2.8049,44.0821,0
2.8049,44.0821,2
2.8049,44.0821,0
2.8049,44.0821,0
2.8049,44.0821,1
2.8049,44.0821,0
2.8049,44.0821,1
2.8049,44.0821,10
2.8111,46.1039,4
2.8111,46.1039,0
2.8712,43.0043,2
2.8712,43.0043,1
2.8712,43.0043,0
2.8712,43.0043,1
2.8712,43.0043,14
2.8712,43.0043,8
2.8712,43.0043,0
2.8712,43.0043,10
2.8712,43.0043,1
2.8712,43.0043,2
2.8789,43.9013,9
2.8797,44.2725,16
2.8831,45.5903,0
2.8831,45.6569,8
2.8841,45.6414,3
2.8883,44.015,10
2.8934,43.8044,1
2.8936,43.4666,3
2.8936,43.4666,1
2.9192,46.2173,1
2.9252,45.6393,0
2.9252,45.6393,0
2.9252,45.6393,0
2.9331,43.6971,0
2.9362,45.792,5
2.9362,45.792,0
2.9362,45.792,3
2.9362,45.792,1
2.9362,45.792,0
2.9362,45.792,2
2.9362,45.792,1
2.9362,45.792,0
2.9381,44.0779,1
2.9452,43.4188,0
2.9647,45.5124,0
2.9704,45.5347,0
2.9704,45.5347,0
2.9704,45.5347,0
2.9704,45.5347,2
2.9704,45.5347,2
2.9704,45.5347,0
2.9704,45.5347,3
2.9704,45.5347,1
2.9704,45.5347,5
2.9704,45.5347,1
2.9704,45.5347,10
2.9704,45.5347,0
2.9704,45.5347,0
2.9704,45.5347,0
2.9704,45.5347,0
2.9704,45.5347,10
2.9704,45.5347,0
2.9704,45.5347,1
2.9704,45.5347,0
2.9704,45.5347,10
2.9833,45.5833,0
2.9926,44.3073,0
2.9926,44.3073,0
3.007,43.8494,0
3.0359,41.8674,0
3.0359,41.8674,10
3.0359,41.8674,1
3.0359,41.8674,0
3.0359,41.8674,0
3.0359,41.8674,0
3.0359,41.8674,10
3.0359,41.8674,4
3.0359,41.8674,3
3.0359,41.8674,0
3.0359,41.8674,180
3.0399,43.7969,7
3.0399,43.7969,6
3.0399,43.7969,0
3.0399,43.7969,0
3.0399,43.7969,1
3.0399,43.7969,10
3.0399,43.7969,4
3.041,43.4509,0
3.0548,43.1365,4
3.072,41.5546,0
3.072,41.5546,0
3.0758,45.182,0
3.0758,45.182,0
3.0758,45.182,0
3.0758,45.182,4
3.0822,42.3966,2
3.0906,43.8845,0
3.0906,43.8845,0
3.1034,45.8515,0
3.1034,45.8515,0
3.1034,45.8515,2
3.1138,43.5853,0
3.1172,43.6469,9
3.1172,43.6469,0
3.1172,43.6469,0
3.1172,43.6469,0
3.1172,43.6469,10
3.1172,43.6469,6
3.1172,43.6469,0
3.1172,43.6469,4
3.1172,43.6469,0
3.1172,43.6469,17
3.1172,43.6469,0
3.1172,43.6469,1
3.1172,43.6469,8
3.1172,43.6469,2
3.1172,43.6469,3
3.1172,43.6469,0
3.1172,43.6469,2
3.1172,43.6469,1
3.1172,43.6469,10
3.1172,43.6469,2
3.1172,43.6469,37
3.1172,43.6469,1
3.1172,43.6469,2
3.1172,43.6469,3
3.1172,43.6469,3
3.1172,43.6469,10
3.1172,43.6469,1
3.1172,43.6469,0
3.1172,43.6469,0
3.1172,43.6469,1
3.1172,43.6469,0
3.1172,43.6469,2
3.1172,43.6469,1
3.1172,43.6469,0
3.1227,44.7656,2
3.1227,44.7656,0
3.1292,43.6977,1
3.1292,43.6977,0
3.1292,43.6977,0
3.15,41.33,10
3.15,41.33,12
3.15,41.33,1
3.15,41.33,1
3.15,41.33,0
3.15,41.33,10
3.1619,43.3921,14
3.1619,43.3921,0
3.1685,42.4947,7
3.1685,42.4947,0
3.1685,42.4947,0
3.1685,42.4947,1
3.1706,43.4099,6
3.1706,43.4099,0
3.1853,45.7002,3
3.1939,46.4446,0
3.1939,46.4446,0
3.2024,43.2709,0
3.2048,45.7552,0
3.2048,45.7552,0
3.2048,45.7552,0
3.2072,45.7593,10
3.2072,45.7593,10
3.2072,45.7593,0
3.2072,45.7593,0
3.2072,45.7593,0
3.2072,45.7593,0
3.2072,45.7593,3
3.2072,45.7593,1
3.2072,45.7593,0
3.2072,45.7593,2
3.2072,45.7593,0
3.2144,43.198,0
3.2144,43.198,0
3.2144,43.198,5
3.2144,43.198,0
3.2284,45.581,0
3.2284,45.581,1
3.2398,43.6556,0
3.2429,43.4607,2
3.2513,43.5443,0
3.2577,41.9923,0
3.2957,43.4922,2
3.3182,43.4731,4
3.3182,43.4731,0
3.3182,43.4731,4
3.3182,43.4731,4
3.3182,43.4731,0
3.3182,43.4731,0
3.3182,43.4731,0
3.3182,43.4731,12
3.3182,43.4731,7
3.3182,43.4731,0
3.3182,43.4731,13
3.3182,43.4731,0
3.3182,43.4731,0
3.3182,43.4731,0
3.3182,43.4731,2
3.3182,43.4731,0
3.3182,43.4731,1
3.3182,43.4731,0
3.3182,43.4731,12
3.3182,43.4731,4
3.328,42.2199,1
3.328,42.2199,0
3.328,42.2199,0
3.328,42.2199,40
3.328,42.2199,1
3.328,42.2199,0
3.328,42.2199,2
3.328,42.2199,0
3.3516,44.1223,0
3.3516,44.1223,2
3.3516,44.1223,2
3.3619,41.8403,0
3.3619,41.8403,0
3.3639,42.3511,10
3.3685,43.6726,3
3.3685,43.6726,1
3.3834,45.5969,1
3.3834,45.5969,0
3.3834,45.5969,0
3.3834,45.5969,0
3.3834,45.5969,0
3.3834,45.5969,0
3.3834,45.5969,0
3.3834,45.5969,1
3.3834,45.5969,0
3.4952,43.2258,2
3.5019,42.1547,10
3.5101,43.2626,1
3.5187,42.7705,3
3.5392,43.7579,1
3.5484,46.5459,4
3.5484,46.5459,0
3.5484,46.5459,0
3.5484,46.5459,0
3.5484,46.5459,0
3.5484,46.5459,0
3.5484,46.5459,6
3.55,30.88,0
3.55,30.88,12
3.55,30.88,0
3.55,30.88,2
3.5507,45.0559,150
3.5595,46.7753,20
3.5595,46.7753,0
3.5595,46.7753,0
3.5676,45.9656,0
3.56917,39.0833,0
3.56917,39.0833,0
3.56917,39.0833,2
3.56917,39.0833,0
3.56917,39.0833,22
3.5796,43.3553,1
3.5864,30.8564,10
3.5904,45.5598,0
3.6019,32.0831,0
3.6019,32.0831,5
3.6019,32.0831,7
3.629,41.6947,0
3.6829,45.663,1
3.6881,45.3332,1
3.69,30.78,0
3.69,30.78,1
3.69,30.78,0
3.69,30.78,0
3.69,30.78,0
3.69,30.78,1
3.69,30.78,0
3.73,30.8,0
3.7333,38.5833,0
3.7333,38.5833,0
3.7333,38.5833,0
3.7333,38.5833,0
3.7549,43.2183,13
3.7549,43.2183,7
3.7782,46.2463,3
3.7807,41.8943,0
3.7807,41.8943,4
3.7807,41.8943,2
3.7807,41.8943,0
3.7807,41.8943,10
3.7807,41.8943,0
3.7807,41.8943,1
3.7807,41.8943,0
3.7807,41.8943,0
3.7807,41.8943,1
3.7807,41.8943,2
3.7807,41.8943,0
3.7807,41.8943,0
3.7807,41.8943,2
3.7807,41.8943,0
3.7807,41.8943,0
3.7807,41.8943,0
3.7807,41.8943,5
3.7807,41.8943,0
3.79,30.78,10
3.79,30.78,10
3.79,31.5182,0
3.8,42.5446,0
3.8,42.5446,0
3.8,42.5446,0
3.8,42.5446,0
3.8096,43.2463,0
3.8096,43.2463,0
3.8096,43.2463,0
3.8096,43.2463,0
3.8096,43.2463,1
3.8096,43.2463,0
3.8096,43.2463,0
3.8096,43.2463,9
3.8096,43.2463,0
3.8096,43.2463,0
3.8096,43.2463,0
3.8096,43.2463,0
3.8096,43.2463,0
3.8096,43.2463,0
3.8099,32.7556,0
3.8167,11.0667,0
3.8473,31.9546,0
3.8473,31.9546,0
3.8491,47.1803,7
3.8498,45.7178,4
3.8519,45.5651,0
3.8519,45.5651,1
3.8519,45.5651,0
3.8519,45.5651,0
3.8519,45.5651,1
3.8538,45.5674,6
3.86,30.59,0
3.86,30.59,0
3.86,30.59,1
3.8608,45.5865,1
3.8667,11.5167,0
3.8667,11.5167,0
3.8667,11.5167,0
3.8667,11.5167,0
3.8667,11.5167,0
3.8686,43.7661,1
3.872,43.2116,1
3.872,43.2116,10
3.872,43.2116,0
3.8738,32.4713,0
3.8738,32.4713,10
3.8738,32.4713,0
3.8738,32.4713,0
3.8738,32.4713,0
3.8848,31.6667,0
3.8848,31.6667,0
3.8848,31.6667,0
3.8848,31.6667,2
3.8848,31.6667,0
3.8848,31.6667,0
3.8848,31.6667,10
3.8848,31.6667,1
3.8848,31.6667,8
3.8848,31.6667,0
3.9,30.75,10
3.9,30.75,10
3.9031,43.5875,1
3.9111,43.8206,1
3.9111,43.8206,0
3.9164,31.9136,1
3.9164,31.9136,1
3.9174,43.5785,1
3.92,32.6,0
3.9276,41.8742,3
3.9276,41.8742,0
3.9276,41.8742,0
3.9276,41.8742,0
3.9333,30.35,10
3.9333,30.35,4
3.9333,30.35,4
3.9409,31.5191,34
3.9467,30.4648,10
3.9467,30.4648,4
3.9467,30.4648,4
3.9467,30.4648,2
3.9467,30.4648,0
3.9467,30.4648,2
3.9467,30.4648,1
3.9467,30.4648,0
3.9467,30.4648,0
3.9467,30.4648,0
3.9467,30.4648,0
3.9467,30.4648,0
3.9546,30.6082,1
3.9546,30.6082,0
3.9546,30.6082,7
3.959,30.5831,0
3.9639,43.1912,1
3.97,32.51,30
3.97,32.51,12
3.9783,43.2676,1
4.0182,44.5127,4
4.0182,44.5127,0
4.0182,44.5127,0
4.0182,44.5127,3
4.0182,44.5127,2
4.0182,44.5127,0
4.0182,44.5127,10
4.0182,44.5127,3
4.0182,44.5127,0
4.0182,44.5127,17
4.0197,9.1956,0
4.02,30.62,17
4.0226,46.618,0
4.0226,46.618,1
4.0226,46.618,15
4.0226,46.618,0
4.0226,46.618,0
4.0226,46.618,0
4.0242,9.2149,0
4.0242,9.2149,0
4.03,31.95,2
4.0304,42.294,0
4.0328,43.1573,1
4.0364,43.8742,10
4.0364,43.8742,0
4.0385,44.1569,10
4.04,32.8,17
4.04,32.8,17
4.04,32.8,16
4.0441,44.0597,0
4.0464,9.7153,1
4.0469,9.7084,0
4.0469,9.7084,0
4.0469,9.7084,0
4.0469,9.7084,0
4.0469,9.7084,0
4.0469,9.7084,1
4.0552,43.2471,4
4.0552,43.2471,0
4.0552,43.2471,0
4.0552,43.2471,0
4.0552,43.2471,0
4.0552,43.2471,0
4.0558,45.7487,0
4.0558,45.7487,0
4.0558,45.7487,0
4.05815,38.3195,0
4.06,30.61,10
4.06,30.61,10
4.0616,46.1314,0
4.0616,46.1314,0
4.0616,46.1314,1
4.0625,46.1342,0
4.0625,46.1342,0
4.0625,46.1342,0
4.0636,32.0818,4
4.0658,43.3452,1
4.0658,43.3452,2
4.0658,43.3452,1
4.0746,30.6955,1
4.0765,33.1185,7
4.0806,45.8621,0
4.0806,45.8621,1
4.0899,30.6716,1
4.0899,30.6716,1
4.0899,30.6716,2
4.0899,30.6716,5
4.0899,30.6716,0
4.0899,30.6716,0
4.0899,30.6716,2
4.0899,30.6716,6
4.0899,30.6716,1
4.0899,30.6716,0
4.0899,30.6716,0
4.0899,30.6716,0
4.0899,30.6716,1
4.0899,30.6716,1
4.0899,30.6716,1
4.0899,30.6716,0
4.0899,30.6716,21
4.0899,30.6716,0
4.0899,30.6716,0
4.0899,30.6716,1
4.0899,30.6716,3
4.0899,30.6716,17
4.0899,30.6716,3
4.0899,30.6716,1
4.0899,30.6716,0
4.0899,30.6716,0
4.0899,30.6716,10
4.0899,30.6716,0
4.0899,30.6716,10
4.0899,30.6716,0
4.0899,30.6716,1
4.0899,30.6716,0
4.0899,30.6716,0
4.0899,30.6716,1
4.0899,30.6716,10
4.0899,30.6716,2
4.0899,30.6716,3
4.0899,30.6716,2
4.0899,30.6716,0
4.0899,30.6716,0
4.0899,30.6716,0
4.0899,30.6716,5
4.0899,30.6716,4
4.0899,30.6716,6
4.0899,30.6716,0
4.0899,30.6716,0
4.0899,30.6716,1
4.0899,30.6716,1
4.0899,30.6716,1
4.0899,30.6716,5
4.0899,30.6716,1
4.0899,30.6716,2
4.0899,30.6716,10
4.116,45.2041,0
4.1182,30.7182,2
4.1209,44.0365,1
4.1209,44.0365,0
4.123,43.8901,1
4.123,43.8901,1
4.123,43.8901,3
4.123,43.8901,0
4.123,43.8901,10
4.123,43.8901,0
4.123,43.8901,1
4.123,43.8901,0
4.123,43.8901,1
4.123,43.8901,6
4.123,43.8901,10
4.1315,44.053,2
4.1344,44.1003,0
4.1344,44.1003,1
4.14,30.78,12
4.1436,32.29,1
4.1436,32.29,2
4.1436,32.29,1
4.1436,32.29,2
4.1436,32.29,2
4.1436,32.29,0
4.1436,32.29,2
4.1436,32.29,9
4.1436,32.29,0
4.1436,32.29,0
4.1436,32.29,0
4.1507,44.2119,1
4.1507,44.2119,11
4.1507,44.2119,0
4.1507,44.2119,1
4.1508,44.1256,0
4.1527,9.241,0
4.1527,9.241,0
4.1527,9.241,0
4.1527,9.241,0
4.1527,9.241,0
4.1577,30.403,0
4.1642,42.0794,1
4.1642,42.0794,0
4.1667,43.6824,0
4.1667,43.6824,3
4.1739,32.7531,0
4.1739,32.7531,12
4.1739,32.7531,2
4.1739,32.7531,5
4.1739,32.7531,0
4.1799,43.6885,0
4.1837,43.9958,1
4.1837,43.9958,0
4.1854,44.0535,1
4.1854,44.0535,1
4.1854,44.0535,1
4.1901,43.6434,18
4.1901,43.6434,12
4.1901,43.6434,0
4.1901,43.6434,5
4.1927,46.4742,5
4.1927,46.4742,3
4.1927,46.4742,0
4.1949,44.9872,4
4.1949,44.9872,0
4.1949,44.9872,0
4.195,44.9885,1
4.195,44.9885,0
4.195,44.9885,10
4.195,44.9885,0
4.2,30.55,0
4.2,30.91,0
4.2,30.91,0
4.21,30.92,0
4.2117,45.5625,0
4.2117,45.5625,0
4.2117,45.5625,2
4.2117,45.5625,2
4.2117,45.5625,1
4.2117,45.5625,0
4.2117,45.5625,248
4.2117,45.5625,0
4.2117,45.5625,2
4.2333,47.7333,1
4.2381,47.7306,0
4.2381,47.7306,0
4.2381,47.7306,10
4.2423,33.4505,2
4.2423,33.4505,10
4.2423,33.4505,2
4.2423,33.4505,1
4.2423,33.4505,2
4.2423,33.4505,2
4.2423,33.4505,1
4.2423,33.4505,1
4.2423,33.4505,1
4.2423,33.4505,1
4.2423,33.4505,1
4.2423,33.4505,7
4.2423,33.4505,2
4.25,30.78,6
4.2651,43.4848,1
4.2651,43.4848,1
4.2651,43.4848,0
4.2651,43.4848,0
4.2727,43.2213,10
4.2899,43.7048,0
4.3033,43.3401,30
4.3091,30.2955,0
4.3151,6.2418,0
4.3151,6.2418,10
4.3151,6.2418,0
4.3151,6.2418,0
4.31815,39.6279,0
4.32,31.6355,1
4.32,31.6355,0
4.32,31.6355,10
4.32,31.6355,15
4.32,31.6355,1
4.32,31.6355,2
4.32,31.6355,2
4.3257,46.6127,0
4.3349,45.459,0
4.3417,31.0718,5
4.35,31.08,0
4.35,31.08,0
4.35,31.08,1
4.35,31.08,3
4.35,31.08,5
4.35,31.08,1
4.35,31.08,2
4.35,31.08,0
4.35,31.08,0
4.35,31.08,1
4.35,31.08,0
4.3535,43.1616,1
4.3535,43.1616,2
4.3535,43.1616,0
4.3535,43.1616,0
4.3535,43.1616,0
4.3535,43.1616,1
4.3535,43.1616,0
4.3535,43.1616,1
4.3535,43.1616,1
4.3535,43.1616,4
4.3535,43.1616,1
4.3823,28.574,0
4.3823,28.574,0
4.3934,46.0882,0
4.3934,46.0882,4
4.3934,46.0882,10
4.3934,46.0882,3
4.3934,46.0882,4
4.4016,45.3894,0
4.4016,45.3894,0
4.4016,45.3894,0
4.4166,46.8837,0
4.4182,32.5767,15
4.4182,32.5767,10
4.4182,32.5767,8
4.4182,32.5767,2
4.4182,32.5767,0
4.4182,32.5767,1
4.4182,32.5767,0
4.4182,32.5767,10
4.4182,32.5767,0
4.4182,32.5767,1
4.4182,32.5767,0
4.4182,32.5767,0
4.4182,32.5767,10
4.4182,32.5767,7
4.4182,32.5767,0
4.4182,32.5767,0
4.4182,32.5767,0
4.4182,32.5767,0
4.4182,32.5767,10
4.4182,32.5767,0
4.4197,44.8732,10
4.42,28.4382,0
4.4281,28.4069,13
4.4522,7.1681,0
4.4579,31.6158,6
4.4718,32.8646,1
4.4802,47.9515,0
4.4833,7.4146,0
4.4849,46.6908,25
4.4849,46.6908,12
4.4849,46.6908,0
4.5017,30.1573,23
4.5017,30.1573,3
4.5109,44.8165,0
4.5109,44.8165,0
4.5109,44.8165,7
4.5109,44.8165,0
4.5114,7.5401,1
4.5135,46.2841,0
4.5135,46.2841,0
4.5135,46.2841,9
4.5135,46.2841,4
4.5182,31.0327,6
4.5182,31.0327,0
4.5182,31.0327,0
4.5182,31.0327,23
4.5182,31.0327,0
4.5182,31.0327,0
4.5182,31.0327,0
4.5182,31.0327,1
4.5182,31.0327,7
4.5307,47.145,1
4.5307,47.145,1
4.5333,6.4167,2
4.5339,45.3421,0
4.5394,6.4003,0
4.5394,6.4003,3
4.5394,6.4003,0
4.5394,6.4003,0
4.5394,6.4003,6
4.5394,6.4003,0
4.5394,6.4003,5
4.5395,7.7517,2
4.5456,7.4612,0
4.5484,8.0127,0
4.5542,28.3249,0
4.5607,32.4972,1
4.5658,45.2247,0
4.5658,45.2247,0
4.5658,45.2247,2
4.5658,45.2247,1
4.5706,7.9796,0
4.571,28.4104,6
4.571,28.4104,10
4.571,28.4104,0
4.571,28.4104,0
4.571,28.4104,2
4.571,28.4104,1
4.571,28.4104,1
4.571,28.4104,0
4.571,28.4104,1
4.571,28.4104,3
4.571,28.4104,2
4.571,28.4104,1
4.571,28.4104,2
4.571,28.4104,0
4.571,28.4104,3
4.571,28.4104,0
4.571,28.4104,0
4.571,28.4104,3
4.571,28.4104,5
4.571,28.4104,2
4.571,28.4104,0
4.571,28.4104,0
4.571,28.4104,0
4.571,28.4104,10
4.571,28.4104,0
4.5737,44.9308,1
4.5737,44.9308,2
4.5765,13.6837,0
4.5833,34.1283,0
4.5833,34.1283,26
4.5833,34.1283,13
4.5851,28.3908,0
4.5851,28.3908,0
4.5991,5.6512,3
4.6,45.8667,0
4.6,46.43,2
4.6,46.43,10
4.6007,28.4536,2
4.6205,43.3502,0
4.6254,47.6846,1
4.6387,7.2983,2
4.6412,7.9209,0
4.6412,7.9209,0
4.6431,6.0806,6
4.6432,32.6432,0
4.6432,32.6432,0
4.6517,47.8584,0
4.6517,47.8584,2
4.6517,47.8584,26
4.6517,47.8584,10
4.6517,47.8584,2
4.6517,47.8584,0
4.6517,47.8584,1
4.6538,7.284,5
4.6538,7.284,4
4.6538,7.284,18
4.6737,7.362,0
4.6737,7.362,0
4.6737,7.362,3
4.6737,7.362,0
4.6737,7.362,0
4.6737,7.362,0
4.6737,7.362,0
4.6741,46.5946,7
4.6741,46.5946,10
4.6741,46.5946,0
4.6741,46.5946,2
4.6791,45.2885,2
4.68,46.62,7
4.68,46.62,0
4.6815,46.6234,1
4.6815,46.6234,0
4.6815,46.6234,0
4.6815,46.6234,12
4.6815,46.6234,50
4.6827,31.4,13
4.6827,31.4,0
4.6921,9.2097,0
4.7108,28.5895,2
4.7152,45.1725,1
4.7176,45.0299,0
4.72,28.21,10
4.7264,45.1472,1
4.73,28.35,0
4.73,28.35,0
4.73,28.35,0
4.73,28.35,0
4.73,28.35,10
4.7339,7.23,5
4.7341,6.8635,1
4.7341,6.8635,0
4.736,45.2043,0
4.736,45.2043,5
4.736,45.2043,1
4.736,45.2043,6
4.736,45.2043,1
4.736,45.2043,1
4.736,45.2043,0
4.736,45.2043,2
4.736,45.2043,3
4.736,45.2043,0
4.736,45.2043,10
4.736,45.2043,1
4.736,45.2043,0
4.736,45.2043,1
4.736,45.2043,2
4.736,45.2043,2
4.736,45.2043,2
4.736,45.2043,2
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,1
4.736,45.2043,1
4.736,45.2043,0
4.736,45.2043,1
4.736,45.2043,2
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,1
4.736,45.2043,0
4.736,45.2043,1
4.736,45.2043,1
4.736,45.2043,1
4.736,45.2043,1
4.736,45.2043,3
4.736,45.2043,1
4.736,45.2043,0
4.736,45.2043,10
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,1
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,1
4.736,45.2043,1
4.736,45.2043,1
4.736,45.2043,0
4.736,45.2043,2
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,4
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,1
4.736,45.2043,1
4.736,45.2043,0
4.736,45.2043,1
4.736,45.2043,1
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,3
4.736,45.2043,2
4.736,45.2043,0
4.736,45.2043,0
4.736,45.2043,1
4.736,45.2043,0
4.736,45.2043,1
4.736,45.2043,1
4.736,45.2043,0
4.7398,28.667,0
4.7398,28.667,0
4.745,6.0089,0
4.75,31.58,0
4.75,31.58,50
4.75,45.2,1
4.7649,6.8414,1
4.7661,7.28,1
4.7762,33.5829,10
4.7762,33.5829,4
4.7762,33.5829,0
4.7762,33.5829,2
4.7762,33.5829,1
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,2
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,1
4.7774,7.0134,2
4.7774,7.0134,0
4.7774,7.0134,0
4.7774,7.0134,1
4.7774,7.0134,0
4.7774,7.0134,0
4.786,7.1269,2
4.786,7.1269,4
4.8056,7.6159,0
4.8166,30.3133,0
4.8167,7.3167,2
4.8171,8.6021,7
4.8187,31.524,6
4.8204,47.9485,1
4.8229,31.6065,6
4.8283,31.585,1
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,1
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,0
4.8287,31.5718,10
4.8287,31.5718,10
4.8287,31.5718,36
4.8287,31.5718,2
4.8287,31.5718,21
4.8287,31.5718,7
4.8289,7.0701,0
4.8409,29.7091,10
4.8433,29.8286,10
4.8476,45.2398,0
4.8497,46.5215,0
4.856,31.5921,124
4.8568,31.5795,4
4.8568,6.6442,1
4.8609,31.6178,0
4.8609,31.6178,0
4.8609,31.6178,0
