lat,lon,Fatalities
1.7087,44.6961,0
1.7087,44.6961,2
1.7087,44.6961,0
1.7087,44.6961,0
1.7087,44.6961,0
1.7087,44.6961,10
1.7087,44.6961,1
1.7087,44.6961,1
1.7087,44.6961,1
1.7087,44.6961,0
1.7087,44.6961,0
1.7087,44.6961,0
1.7087,44.6961,1
1.7087,44.6961,2
1.7087,44.6961,0
1.7087,44.6961,0
1.7087,44.6961,0
1.7087,44.6961,0
1.7131,44.7639,2
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,3
1.7131,44.7639,2
1.7131,44.7639,3
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,5
1.7131,44.7639,14
1.7131,44.7639,1
1.7131,44.7639,1
1.7131,44.7639,1
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,10
1.7131,44.7639,1
1.7131,44.7639,1
1.7131,44.7639,1
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,10
1.7131,44.7639,0
1.7131,44.7639,1
1.7131,44.7639,1
1.7131,44.7639,0
1.7131,44.7639,2
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,3
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,1
1.7131,44.7639,0
1.7131,44.7639,1
1.7131,44.7639,5
1.7131,44.7639,1
1.7131,44.7639,0
1.7131,44.7639,1
1.7131,44.7639,0
1.7131,44.7639,1
1.7131,44.7639,1
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,1
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,1
1.7131,44.7639,0
1.7131,44.7639,1
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,1
1.7131,44.7639,0
1.7131,44.7639,2
1.7131,44.7639,0
1.7131,44.7639,2
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,3
1.7131,44.7639,2
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,10
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,0
1.7131,44.7639,1
1.7131,44.7639,1
1.7245,44.6507,0
1.7245,44.6507,1
1.7297,44.7864,1
1.7317,44.6253,0
1.7317,44.6253,0
1.7317,44.6253,0
1.7317,44.6253,10
1.7317,44.6253,10
1.7317,44.6253,0
1.7317,44.6253,0
1.7317,44.6253,0
1.7397,44.7618,0
1.7493,44.7437,1
1.7493,44.7437,0
1.7493,44.7437,0
1.7493,44.7437,0
1.7493,44.7437,10
1.7493,44.7437,1
1.7493,44.7437,0
1.7493,44.7437,0
1.7493,44.7437,0
1.7493,44.7437,1
1.7493,44.7437,0
1.7493,44.7437,4
1.7531,44.5597,0
1.7531,44.5597,0
1.7596,44.4748,0
1.76,44.7,4
1.7696,44.8002,0
1.7696,44.8002,0
1.7748,44.6022,0
1.7774,44.6591,0
1.7774,44.6591,0
1.7784,44.7269,0
1.7833,44.85,0
1.784,44.5427,0
1.7859,44.5313,6
1.7859,44.5313,6
1.7859,44.5313,10
1.7859,44.5313,0
1.7859,44.5313,1
1.7859,44.5313,0
1.7859,44.5313,6
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,10
1.7859,44.5313,1
1.7859,44.5313,1
1.7859,44.5313,10
1.7859,44.5313,0
1.7859,44.5313,10
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,1
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,4
1.7859,44.5313,2
1.7859,44.5313,10
1.7859,44.5313,2
1.7859,44.5313,2
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,0
1.7859,44.5313,10
1.7859,44.5313,2
1.7859,44.5313,0
1.7859,44.5313,1
1.8,44.7,0
1.8,44.7,0
1.8,44.7,0
1.8,44.7,5
1.8,44.7,3
1.8,44.7,12
1.8,44.7,12
1.8,44.7,0
1.8,44.7,0
1.8,44.7,0
1.8,44.7,0
1.8,44.7,0
1.8,44.7,0
1.8,44.7,22
1.8,44.7,0
1.8,44.7,0
1.8,44.7,0
1.8087,44.7994,5
1.8087,44.7994,0
1.8087,44.7994,0
1.8087,44.7994,1
1.8087,44.7994,0
1.8087,44.7994,0
1.8087,44.7994,5
1.8087,44.7994,0
1.8295,44.8343,0
1.8342,44.9667,0
1.8342,44.9667,1
1.8347,44.9665,0
1.8659,44.8567,2
1.8702,44.802,10
1.8866,43.1873,4
1.8866,43.1873,2
1.9167,44.7733,0
1.9173,44.9281,1
1.9173,44.9281,1
1.9173,44.9281,3
1.9233,45.1023,0
1.9233,45.1023,0
1.9233,45.1023,0
1.9233,45.1023,0
1.9233,45.1023,0
1.9233,45.1023,0
1.9233,45.1023,0
1.9233,45.1023,0
1.9233,45.1023,10
1.9736,44.9923,0
1.9833,44.8333,0
1.9833,44.8333,1
1.9833,44.8333,0
1.9833,44.8333,2
1.9833,44.8333,3
1.9833,44.8333,4
1.9833,44.8333,2
1.9881,42.3853,10
1.99,44.9859,1
1.9977,42.8007,0
2.0054,44.9872,0
2.0054,44.9872,0
2.0054,44.9872,1
2.0054,44.9872,10
2.0054,44.9872,2
2.0054,44.9872,2
2.0054,44.9872,0
2.0054,44.9872,2
2.0054,44.9872,0
2.0054,44.9872,10
2.0054,44.9872,1
2.0054,44.9872,2
2.0054,44.9872,0
2.0054,44.9872,0
2.0054,44.9872,1
2.0054,44.9872,1
2.0054,44.9872,5
2.0054,44.9872,0
2.0095,45.25,1
2.0095,45.25,0
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,0
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,0
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,0
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,0
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,10
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,2
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,2
2.0095,45.25,10
2.0095,45.25,1
2.0095,45.25,0
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,2
2.0095,45.25,0
2.0095,45.25,1
2.0095,45.25,1
2.0095,45.25,0
2.0095,45.25,1
2.0095,45.25,0
2.0095,45.25,1
2.0095,45.25,2
2.0095,45.25,10
2.0139,42.3148,0
2.0168,45.28,0
2.0195,45.31,1
2.0195,45.31,1
2.0195,45.31,20
2.0195,45.31,0
2.0195,45.31,1
2.0195,45.31,1
2.0195,45.31,1
2.0195,45.31,0
2.0195,45.31,0
2.0195,45.31,1
2.0195,45.31,0
2.0195,45.31,0
2.0195,45.31,1
2.0195,45.31,0
2.0195,45.31,0
2.0195,45.31,1
2.0195,45.31,1
2.0195,45.31,0
2.0195,45.31,5
2.0195,45.31,10
2.0195,45.31,1
2.0195,45.31,0
2.0195,45.31,1
2.0195,45.31,0
2.0195,45.31,2
2.0195,45.31,0
2.0195,45.31,0
2.0195,45.31,0
2.0195,45.31,0
2.0195,45.31,0
2.0195,45.31,1
2.0195,45.31,0
2.0195,45.31,0
2.0195,45.31,1
2.0195,45.31,0
2.0205,45.2897,0
2.0205,45.2897,13
2.0205,45.2897,0
2.0205,45.2897,1
2.0205,45.2897,2
2.0205,45.2897,0
2.0205,45.2897,1
2.0205,45.2897,1
2.0205,45.2897,1
2.0205,45.2897,0
2.0205,45.2897,0
2.0205,45.2897,1
2.0205,45.2897,0
2.0205,45.2897,0
2.0205,45.2897,0
2.0205,45.2897,0
2.0205,45.2897,0
2.0205,45.2897,0
2.0205,45.2897,1
2.0205,45.2897,0
2.0205,45.2897,3
2.0205,45.2897,0
2.0265,45.3016,0
2.0265,45.3016,0
2.0276,45.33,21
2.0276,45.33,21
2.0276,45.33,1
2.0276,45.33,0
2.0276,45.33,1
2.0276,45.33,0
2.0276,45.33,0
2.0276,45.33,0
2.0276,45.33,0
2.0276,45.33,2
2.0276,45.33,1
2.0276,45.33,1
2.0276,45.33,0
2.0276,45.33,1
2.0276,45.33,1
2.0276,45.33,0
2.0276,45.33,0
2.0276,45.33,1
2.0333,45.35,1
2.0333,45.35,1
2.0333,45.35,3
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,2
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,2
2.0333,45.35,1
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,13
2.0333,45.35,2
2.0333,45.35,1
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,1
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,2
2.0333,45.35,1
2.0333,45.35,5
2.0333,45.35,10
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,1
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,4
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,2
2.0333,45.35,3
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,6
2.0333,45.35,4
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,0
2.0333,45.35,2
2.0333,45.35,0
2.0333,45.35,1
2.0333,45.35,1
2.0337,45.34,2
2.0337,45.34,1
2.0337,45.34,1
2.0337,45.34,1
2.0337,45.34,0
2.0337,45.34,5
2.0337,45.34,2
2.0337,45.34,1
2.0337,45.34,20
2.0337,45.34,0
2.0337,45.34,2
2.0377,45.35,1
2.0377,45.35,0
2.0377,45.35,0
2.0377,45.35,0
2.0377,45.35,1
2.0405,45.36,0
2.0405,45.36,8
2.0405,45.36,2
2.0405,45.36,1
2.0405,45.36,0
2.0411,45.3368,1
2.0411,45.3368,26
2.0411,45.3368,0
2.0411,45.3368,2
2.0411,45.3368,0
2.0411,45.3368,4
2.0411,45.3368,0
2.0414,45.3337,6
2.0414,45.3337,2
2.0414,45.3337,20
2.0414,45.3337,1
2.0414,45.3337,2
2.0414,45.3337,5
2.0414,45.3337,1
2.0414,45.3337,0
2.0414,45.3337,0
2.0414,45.3337,0
2.0414,45.3337,0
2.0414,45.3337,1
2.0414,45.3337,0
2.0414,45.3337,0
2.0414,45.3337,1
2.0414,45.3337,0
2.0414,45.3337,0
2.0414,45.3337,0
2.0414,45.3337,0
2.0414,45.3337,2
2.0414,45.3337,10
2.0414,45.3337,1
2.0414,45.3337,2
2.0414,45.3337,0
2.0414,45.3337,10
2.0414,45.3337,0
2.0414,45.3337,0
2.0414,45.3337,0
2.0414,45.3337,0
2.0414,45.3337,4
2.0414,45.3337,0
2.0414,45.3337,0
2.0414,45.3337,1
2.0414,45.3337,0
2.0456,45.34,0
2.0456,45.34,1
2.0456,45.34,0
2.0456,45.34,3
2.0456,45.34,1
2.0456,45.34,1
2.0456,45.34,0
2.0456,45.34,1
2.0456,45.34,1
2.0456,45.34,2
2.0456,45.34,2
2.0456,45.34,0
2.0462,45.3341,0
2.0462,45.3341,0
2.0462,45.3341,2
2.0462,45.3341,1
2.0462,45.3341,2
2.0462,45.3341,1
2.0462,45.3341,1
2.0462,45.3341,0
2.0462,45.3341,0
2.0462,45.3341,1
2.0462,45.3341,1
2.0462,45.3341,1
2.0462,45.3341,1
2.0462,45.3341,1
2.0462,45.3341,1
2.0462,45.3341,0
2.0462,45.3341,1
2.0462,45.3341,1
2.0462,45.3341,0
2.0462,45.3341,1
2.0462,45.3341,0
2.0462,45.3341,0
2.0462,45.3341,0
2.0462,45.3341,0
2.0462,45.3341,0
2.0462,45.3341,0
2.0462,45.3341,1
2.0462,45.3341,2
2.0462,45.3341,1
2.0462,45.3341,0
2.0476,45.35,0
2.0476,44.8975,0
2.0476,44.8975,0
2.0476,44.8975,7
2.0476,44.8975,0
2.0476,44.8975,2
2.0476,45.35,1
2.0476,44.8975,1
2.0476,44.8975,10
2.0476,44.8975,4
2.0476,44.8975,10
2.0476,45.35,1
2.0476,45.35,1
2.0476,45.35,1
2.0476,44.8975,0
2.0476,44.8975,0
2.0476,44.8975,0
2.0476,45.35,3
2.0476,45.35,1
2.0476,45.35,1
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,1
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,4
2.048,45.32,1
2.048,45.32,2
2.048,45.32,0
2.048,45.32,0
2.048,45.32,1
2.048,45.32,1
2.048,45.32,1
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,1
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,0
2.048,45.32,2
2.048,45.32,0
2.048,45.32,2
2.048,45.32,0
2.048,45.32,0
2.048,45.32,1
2.048,45.32,0
2.048,45.32,0
2.048,45.32,1
2.048,45.32,0
2.048,45.32,0
2.048,45.32,1
2.0494,45.3199,0
2.0494,45.3199,1
2.0494,45.3199,3
2.0537,45.0548,0
2.0537,45.0548,0
2.0537,45.0548,10
2.0537,45.0548,0
2.0537,45.0548,0
2.0537,45.0548,30
2.0537,45.0548,2
2.0537,45.0548,12
2.0537,45.0548,0
2.0537,45.0548,1
2.0549,45.33,0
2.0549,45.33,0
2.0549,45.33,3
2.0549,45.33,1
2.0549,45.33,0
2.0549,45.33,1
2.0549,45.33,1
2.0549,45.33,0
2.0549,45.33,1
2.0549,45.33,1
2.0549,45.33,1
2.0549,45.33,1
2.0549,45.33,1
2.0549,45.33,0
2.0549,45.33,0
2.0549,45.33,1
2.0549,45.33,1
2.0549,45.33,1
2.0549,45.33,10
2.0549,45.33,2
2.0549,45.33,0
2.0549,45.33,0
2.0549,45.33,1
2.0549,45.33,0
2.0549,45.33,0
2.0549,45.33,1
2.0549,45.33,0
2.0549,45.33,1
2.0549,45.33,0
2.0549,45.33,2
2.0581,45.3003,1
2.0581,45.3003,0
2.0581,45.3003,1
2.0581,45.3003,0
2.0581,45.3003,0
2.0581,45.3003,0
2.0581,45.3003,0
2.0581,45.3003,8
2.0581,45.3003,0
2.0581,45.3003,0
2.0581,45.3003,0
2.0581,45.3003,0
2.0581,45.3003,0
2.0581,45.3003,1
2.0581,45.3003,0
2.0581,45.3003,1
2.0581,45.3003,1
2.0581,45.3003,0
2.0581,45.3003,0
2.0581,45.3003,1
2.0581,45.3003,0
2.0581,45.3003,1
2.0581,45.3003,0
2.0581,45.3003,1
2.0581,45.3003,0
2.0581,45.3003,1
2.0581,45.3003,3
2.0581,45.3003,0
2.0581,45.3003,10
2.0633,45.2381,2
2.0652,45.39,3
2.0652,45.39,0
2.0652,45.39,1
2.0652,45.39,1
2.0652,45.39,1
2.0652,45.39,1
2.0652,45.39,1
2.0652,45.39,0
2.0652,45.39,0
2.0652,45.39,0
2.0652,45.39,0
2.0652,45.39,0
2.0652,45.39,0
2.0678,45.35,1
2.0678,45.35,1
2.0678,45.35,0
2.0678,45.35,1
2.0678,45.35,2
2.0678,45.35,0
2.0678,45.35,1
2.0678,45.35,1
2.0678,45.35,1
2.0678,45.35,3
2.0678,45.35,1
2.0678,45.35,1
2.0678,45.35,1
2.0678,45.35,1
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,2
2.0678,45.35,0
2.0678,45.35,1
2.0678,45.35,1
2.0678,45.35,1
2.0678,45.35,0
2.0678,45.35,1
2.0678,45.35,1
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,1
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,2
2.0678,45.35,0
2.0678,45.35,0
2.0678,45.35,0
2.0694,45.2421,0
2.07,45.37,0
2.07,45.37,4
2.07,45.37,4
2.07,45.37,12
2.07,45.37,13
2.0721,45.2231,3
2.0721,45.2231,0
2.0721,45.2231,5
2.0721,45.2231,2
2.0721,45.2231,0
2.0721,45.2231,1
2.0844,45.39,1
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,1
2.0844,45.39,5
2.0844,45.39,0
2.0844,45.39,1
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,4
2.0844,45.39,0
2.0844,45.39,3
2.0844,45.39,1
2.0844,45.39,2
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,2
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,1
2.0844,45.39,16
2.0844,45.39,2
2.0844,45.39,1
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,6
2.0844,45.39,2
2.0844,45.39,2
2.0844,45.39,3
2.0844,45.39,0
2.0844,45.39,5
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,1
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,10
2.0844,45.39,0
2.0844,45.39,1
2.0844,45.39,0
2.0844,45.39,1
2.0844,45.39,1
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,0
2.0844,45.39,3
2.0905,45.1766,0
2.0978,45.3692,0
2.0996,45.1635,20
2.0996,45.1635,0
2.0996,45.1635,0
2.1005,45.1051,0
2.1005,45.1051,0
2.1024,45.3508,0
2.1053,42.283,0
2.1088,44.9458,0
2.112,43.2156,0
2.1127,44.9299,0
2.116,45.05,0
2.1187,43.5202,1
2.1187,43.5202,1
2.1311,45.0377,0
2.1311,45.0377,5
2.15,45.116,15
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,1
2.15,45.116,1
2.15,45.116,1
2.15,45.116,0
2.15,45.116,2
2.15,45.116,0
2.15,45.116,0
2.15,45.116,4
2.15,45.116,1
2.15,45.116,1
2.15,45.116,0
2.15,45.116,1
2.15,45.116,1
2.15,45.116,10
2.15,45.116,10
2.15,45.116,11
2.15,45.116,0
2.15,45.116,0
2.15,45.116,1
2.15,45.116,6
2.15,45.116,0
2.15,45.116,0
2.15,45.116,1
2.15,45.116,1
2.15,45.116,2
2.15,45.116,0
2.15,45.116,4
2.15,45.116,20
2.15,45.116,5
2.15,45.116,0
2.15,45.116,5
2.15,45.116,0
2.15,45.116,1
2.15,45.116,0
2.15,45.116,1
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,2
2.15,45.116,10
2.15,45.116,1
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,1
2.15,45.116,22
2.15,45.116,0
2.15,45.116,0
2.15,45.116,3
2.15,45.116,1
2.15,45.116,1
2.15,45.116,2
2.15,45.116,0
2.15,45.116,0
2.15,45.116,4
2.15,45.116,2
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,0
2.15,45.116,1
2.15,45.116,1
2.15,45.116,2
2.15,45.116,2
2.15,45.116,1
2.15,45.116,0
2.15,45.116,3
